Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
245,60.0,6.0,NA,8880.0,2,3,2,1,1,1,1,21,3,3,1,4,7.0,5.0,1994.0,2002.0,2,2,15,15.0,4.0,0,2,3,3,2,3,4,1,695.0,6,0.0,253.0,948.0,2,1,2,1.0,1222.0,888.0,0.0,2110.0,1.0,0.0,2.0,1.0,3,1,2,8.0,1,2.0,4,2,1994,2,2.0,463.0,3,3,1,0.0,130.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2010.0,1,1,205000
246,20.0,6.0,80,10400.0,2,3,1,1,1,1,1,17,3,3,1,1,7.0,5.0,1988.0,1988.0,2,2,16,16.0,2.0,102,3,3,2,2,3,2,1,929.0,6,0.0,916.0,1845.0,2,2,2,1.0,1872.0,0.0,0.0,1872.0,0.0,1.0,2.0,0.0,3,1,3,6.0,1,1.0,3,2,1988,1,2.0,604.0,3,3,1,197.0,39.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,1,241500
247,190.0,8.0,69,9142.0,2,1,1,1,1,1,1,18,3,3,2,4,6.0,8.0,1910.0,1950.0,2,2,1,1.0,4.0,0,3,4,5,4,3,4,6,0.0,6,0.0,1020.0,1020.0,2,2,1,4.0,908.0,1020.0,0.0,1928.0,0.0,0.0,2.0,0.0,4,2,4,9.0,1,0.0,6,6,1910,3,1.0,440.0,5,5,1,0.0,60.0,112.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2006.0,1,1,137000
248,20.0,6.0,75,11310.0,2,3,1,1,1,1,1,13,3,3,1,1,6.0,5.0,1954.0,1954.0,4,2,16,4.0,4.0,0,3,3,2,3,3,4,6,0.0,6,0.0,1367.0,1367.0,2,1,2,1.0,1375.0,0.0,0.0,1375.0,0.0,0.0,1.0,0.0,2,1,3,5.0,1,1.0,3,2,1954,3,2.0,451.0,3,3,1,0.0,30.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,1,140000
249,60.0,6.0,72,11317.0,2,3,1,1,1,1,1,6,3,3,1,4,7.0,5.0,2003.0,2003.0,2,2,15,15.0,2.0,101,2,3,3,2,3,4,6,0.0,6,0.0,840.0,840.0,2,1,2,1.0,840.0,828.0,0.0,1668.0,0.0,0.0,2.0,1.0,3,1,2,8.0,1,0.0,6,2,2003,2,2.0,500.0,3,3,1,144.0,68.0,0.0,0.0,0.0,0.0,5,5,6,0.0,9.0,2007.0,1,1,180000
250,50.0,6.0,NA,159000.0,2,3,3,4,1,3,3,5,3,3,1,2,6.0,7.0,1958.0,2006.0,2,2,16,7.0,1.0,472,2,3,2,2,3,1,4,697.0,6,0.0,747.0,1444.0,2,2,2,1.0,1444.0,700.0,0.0,2144.0,0.0,1.0,2.0,0.0,4,1,2,7.0,1,2.0,3,2,1958,1,2.0,389.0,3,3,1,0.0,98.0,0.0,0.0,0.0,0.0,5,5,4,500.0,6.0,2007.0,1,1,277000
251,30.0,6.0,55,5350.0,2,3,2,1,1,1,1,4,3,3,1,1,3.0,2.0,1940.0,1966.0,2,2,16,11.0,4.0,0,3,5,2,3,3,4,6,0.0,6,0.0,728.0,728.0,2,1,2,1.0,1306.0,0.0,0.0,1306.0,0.0,0.0,1.0,0.0,3,1,4,6.0,4,0.0,6,7,NA,4,0.0,0.0,6,6,1,263.0,0.0,0.0,0.0,0.0,0.0,5,3,4,450.0,5.0,2010.0,1,1,76500
252,120.0,8.0,44,4750.0,2,3,2,3,1,1,2,7,3,3,4,1,8.0,5.0,2006.0,2007.0,4,2,15,15.0,5.0,481,2,3,3,2,3,1,1,1573.0,6,0.0,0.0,1573.0,2,1,2,1.0,1625.0,0.0,0.0,1625.0,1.0,1.0,2.0,0.0,2,1,2,5.0,1,1.0,2,2,2006,1,2.0,538.0,3,3,1,123.0,0.0,0.0,0.0,153.0,0.0,5,5,6,0.0,12.0,2007.0,1,5,235000
253,60.0,6.0,65,8366.0,2,3,2,1,1,1,1,21,3,3,1,4,6.0,5.0,2004.0,2004.0,2,2,15,15.0,4.0,0,2,3,3,2,3,4,6,0.0,6,0.0,798.0,798.0,2,1,2,1.0,798.0,842.0,0.0,1640.0,0.0,0.0,2.0,1.0,3,1,2,6.0,1,0.0,6,2,2004,2,2.0,520.0,3,3,1,138.0,45.0,0.0,0.0,0.0,0.0,5,5,6,0.0,12.0,2008.0,1,1,173000
254,80.0,6.0,85,9350.0,2,3,1,1,1,1,1,13,3,3,1,8,6.0,7.0,1964.0,1991.0,4,2,7,7.0,2.0,108,3,3,2,2,3,1,5,270.0,2,580.0,452.0,1302.0,2,1,2,1.0,1302.0,0.0,0.0,1302.0,0.0,1.0,2.0,0.0,3,1,2,7.0,2,0.0,6,2,1964,2,1.0,309.0,3,3,1,333.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,10.0,2007.0,2,1,158000
255,20.0,6.0,70,8400.0,2,3,1,1,1,1,1,13,3,3,1,1,5.0,6.0,1957.0,1957.0,2,2,9,9.0,4.0,0,3,2,2,3,3,4,4,922.0,6,0.0,392.0,1314.0,2,3,2,1.0,1314.0,0.0,0.0,1314.0,1.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,2,1957,2,1.0,294.0,3,3,1,250.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2010.0,1,1,145000
256,60.0,6.0,66,8738.0,2,3,2,1,1,1,1,9,3,3,1,4,7.0,5.0,1999.0,1999.0,2,2,15,15.0,2.0,302,2,3,3,2,3,4,6,0.0,6,0.0,975.0,975.0,2,1,2,1.0,1005.0,1286.0,0.0,2291.0,0.0,0.0,2.0,1.0,4,1,2,8.0,1,1.0,3,4,1999,1,2.0,429.0,3,3,1,192.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,2.0,2006.0,1,1,230000
257,60.0,3.0,64,8791.0,2,3,2,1,1,1,1,22,3,3,1,4,6.0,5.0,2003.0,2003.0,2,2,15,15.0,4.0,0,2,3,3,2,3,4,4,503.0,6,0.0,361.0,864.0,2,1,2,1.0,864.0,864.0,0.0,1728.0,0.0,0.0,2.0,1.0,3,1,2,7.0,1,0.0,6,2,2003,2,2.0,673.0,3,3,1,216.0,56.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2008.0,1,1,207500
258,20.0,6.0,68,8814.0,2,3,1,1,1,1,1,6,3,3,1,1,7.0,5.0,2006.0,2006.0,2,2,15,15.0,5.0,180,2,3,3,2,3,4,1,1334.0,6,0.0,270.0,1604.0,2,1,2,1.0,1604.0,0.0,0.0,1604.0,1.0,0.0,2.0,1.0,3,1,2,8.0,1,1.0,2,2,2006,2,2.0,660.0,3,3,1,123.0,110.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2009.0,1,2,220000
259,60.0,6.0,80,12435.0,2,3,1,1,1,1,1,6,3,3,1,4,7.0,5.0,2001.0,2001.0,2,2,15,15.0,2.0,172,2,3,3,2,3,4,1,361.0,6,0.0,602.0,963.0,2,1,2,1.0,963.0,829.0,0.0,1792.0,0.0,0.0,2.0,1.0,3,1,2,7.0,1,1.0,3,2,2001,2,2.0,564.0,3,3,1,0.0,96.0,0.0,245.0,0.0,0.0,5,5,6,0.0,5.0,2008.0,1,1,231500
260,20.0,8.0,70,12702.0,2,3,1,1,1,1,1,18,3,3,1,1,5.0,5.0,1956.0,1956.0,2,2,4,4.0,4.0,0,3,3,3,6,6,5,7,0.0,7,0.0,0.0,0.0,2,2,2,2.0,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,2,1,3,4.0,1,0.0,6,6,1956,3,1.0,308.0,3,3,1,0.0,45.0,0.0,0.0,0.0,0.0,5,5,6,0.0,12.0,2008.0,1,1,97000
261,80.0,6.0,120,19296.0,2,3,1,1,1,2,1,13,1,3,1,8,6.0,5.0,1962.0,1962.0,2,2,16,16.0,2.0,399,3,3,2,3,3,1,4,672.0,2,690.0,0.0,1362.0,2,3,2,1.0,1382.0,0.0,0.0,1382.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,1.0,3,2,1991,3,2.0,884.0,3,3,1,0.0,0.0,252.0,0.0,0.0,0.0,5,3,6,0.0,5.0,2009.0,1,1,176000
262,60.0,6.0,69,9588.0,2,3,2,1,1,1,1,6,3,3,1,4,8.0,5.0,2007.0,2007.0,2,2,6,6.0,5.0,270,2,3,3,1,3,4,6,0.0,6,0.0,1482.0,1482.0,2,1,2,1.0,1482.0,1092.0,0.0,2574.0,0.0,0.0,2.0,1.0,3,1,1,10.0,1,1.0,2,4,2007,1,3.0,868.0,3,3,1,0.0,148.0,0.0,0.0,0.0,0.0,5,5,6,0.0,11.0,2007.0,4,6,276000
263,80.0,6.0,88,8471.0,2,3,2,1,1,2,1,20,3,3,1,8,6.0,7.0,1977.0,1995.0,2,2,7,11.0,2.0,46,3,3,2,2,2,2,2,506.0,6,0.0,0.0,506.0,2,3,2,1.0,1212.0,0.0,0.0,1212.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,1.0,3,2,1978,3,2.0,492.0,3,3,1,292.0,12.0,0.0,0.0,0.0,0.0,5,3,6,0.0,7.0,2006.0,1,1,151000
264,50.0,8.0,50,5500.0,2,3,1,1,1,2,1,18,3,3,1,2,5.0,7.0,1929.0,2001.0,2,2,16,16.0,4.0,0,3,3,1,3,3,4,5,234.0,2,692.0,0.0,926.0,2,3,2,1.0,926.0,0.0,390.0,1316.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,0.0,6,6,1974,3,2.0,484.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,130000
265,30.0,8.0,30,5232.0,2,1,4,2,1,1,1,18,1,3,1,1,5.0,5.0,1925.0,2004.0,2,2,16,16.0,4.0,0,3,3,1,4,3,4,6,0.0,6,0.0,680.0,680.0,2,2,1,4.0,764.0,0.0,0.0,764.0,0.0,0.0,1.0,0.0,2,1,3,4.0,1,0.0,6,6,1965,3,2.0,504.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2008.0,1,1,73000
266,20.0,6.0,78,12090.0,2,3,2,1,1,1,1,17,3,3,1,1,6.0,6.0,1981.0,1981.0,2,2,9,9.0,2.0,210,3,2,2,2,3,4,1,588.0,5,228.0,606.0,1422.0,2,3,2,1.0,1422.0,0.0,0.0,1422.0,0.0,0.0,2.0,0.0,3,1,2,7.0,1,1.0,3,2,1981,1,2.0,576.0,3,3,1,276.0,0.0,0.0,0.0,0.0,0.0,5,1,6,0.0,6.0,2008.0,1,1,175500
267,60.0,6.0,70,11207.0,2,3,2,3,1,4,1,9,3,3,1,4,6.0,5.0,1997.0,1997.0,2,2,15,15.0,4.0,0,3,3,3,2,3,2,1,714.0,6,0.0,88.0,802.0,2,2,2,1.0,802.0,709.0,0.0,1511.0,1.0,0.0,2.0,1.0,3,1,3,8.0,1,1.0,3,2,1997,1,2.0,413.0,3,3,1,95.0,75.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,1,185000
268,75.0,6.0,60,8400.0,2,3,1,2,1,1,2,19,3,3,1,5,5.0,8.0,1939.0,1997.0,2,2,16,16.0,4.0,0,3,3,3,3,3,4,5,378.0,6,0.0,342.0,720.0,2,1,2,1.0,1052.0,720.0,420.0,2192.0,0.0,0.0,2.0,1.0,4,1,2,8.0,1,1.0,2,6,1939,3,1.0,240.0,3,3,1,262.0,24.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2008.0,1,1,179500
269,30.0,8.0,71,6900.0,2,3,1,1,1,1,1,10,3,3,1,1,5.0,6.0,1940.0,1955.0,2,2,15,15.0,4.0,0,3,3,2,3,3,4,2,403.0,4,125.0,212.0,740.0,2,1,2,1.0,778.0,0.0,0.0,778.0,0.0,0.0,1.0,0.0,2,1,3,4.0,1,1.0,2,6,1966,1,1.0,924.0,1,1,1,0.0,25.0,0.0,0.0,0.0,0.0,5,5,6,0.0,2.0,2008.0,1,1,120500
270,20.0,6.0,NA,7917.0,2,3,2,1,1,2,1,8,3,3,1,1,6.0,7.0,1976.0,1976.0,4,2,7,7.0,2.0,174,3,2,2,3,2,4,3,751.0,6,0.0,392.0,1143.0,2,3,2,1.0,1113.0,0.0,0.0,1113.0,1.0,0.0,1.0,1.0,3,1,3,6.0,1,1.0,4,2,1987,2,1.0,504.0,3,2,1,370.0,30.0,0.0,0.0,0.0,0.0,5,1,6,0.0,5.0,2007.0,1,1,148000
271,60.0,3.0,84,10728.0,2,3,1,1,1,1,1,22,3,3,1,4,8.0,5.0,2006.0,2006.0,2,2,15,15.0,4.0,0,2,3,3,2,3,3,6,0.0,6,0.0,1095.0,1095.0,2,2,2,1.0,1095.0,844.0,0.0,1939.0,0.0,0.0,2.0,1.0,3,1,2,8.0,1,1.0,2,2,2006,2,3.0,1053.0,3,3,1,192.0,51.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2006.0,4,6,266000
272,20.0,6.0,73,39104.0,2,3,2,4,1,3,3,5,3,3,1,1,7.0,7.0,1954.0,2005.0,1,3,11,11.0,4.0,0,3,3,2,2,3,1,5,226.0,1,1063.0,96.0,1385.0,2,1,2,1.0,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2,1,3,5.0,4,2.0,3,2,1954,3,2.0,439.0,3,3,1,81.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2008.0,1,1,241500
273,60.0,6.0,92,11764.0,2,3,2,1,1,3,1,14,3,3,1,4,8.0,7.0,1999.0,2007.0,2,2,15,15.0,2.0,348,2,3,3,2,3,4,1,524.0,6,0.0,628.0,1152.0,2,1,2,1.0,1164.0,1106.0,0.0,2270.0,0.0,0.0,2.0,1.0,4,1,2,9.0,1,1.0,2,2,1999,1,3.0,671.0,3,3,1,132.0,57.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,290000
274,20.0,6.0,80,9600.0,2,3,1,1,1,1,1,13,2,3,1,1,6.0,6.0,1958.0,1988.0,4,2,16,16.0,1.0,183,3,3,2,3,3,4,4,620.0,5,620.0,0.0,1240.0,2,2,2,1.0,1632.0,0.0,0.0,1632.0,1.0,0.0,2.0,0.0,3,1,3,6.0,2,1.0,2,2,1958,2,1.0,338.0,3,3,1,289.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,4.0,2009.0,1,1,139000
275,20.0,6.0,76,8314.0,2,3,1,1,1,2,1,12,3,3,1,1,5.0,7.0,1982.0,1982.0,2,2,7,8.0,4.0,0,3,3,2,3,3,1,2,546.0,6,0.0,270.0,816.0,2,3,2,1.0,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2,1,3,5.0,1,0.0,6,2,1982,3,1.0,264.0,3,3,1,168.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2007.0,1,1,124500
276,50.0,6.0,55,7264.0,2,3,1,1,1,1,1,4,3,3,1,2,7.0,7.0,1925.0,2007.0,2,2,16,16.0,4.0,0,2,2,1,3,3,4,6,0.0,6,0.0,952.0,952.0,3,2,1,1.0,952.0,596.0,0.0,1548.0,0.0,0.0,2.0,1.0,3,1,1,5.0,1,0.0,6,6,1978,3,2.0,672.0,3,3,1,74.0,0.0,0.0,0.0,144.0,0.0,5,5,6,0.0,10.0,2009.0,1,1,205000
277,20.0,6.0,129,9196.0,2,3,2,1,1,1,1,12,3,3,1,1,7.0,5.0,2003.0,2003.0,2,2,15,15.0,4.0,0,2,3,3,1,3,4,6,0.0,6,0.0,1560.0,1560.0,2,1,2,1.0,1560.0,0.0,0.0,1560.0,0.0,0.0,2.0,0.0,3,1,2,7.0,1,0.0,6,2,2003,1,2.0,573.0,3,3,1,100.0,150.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,201000
278,20.0,6.0,140,19138.0,2,3,1,1,1,2,1,9,3,3,1,1,4.0,5.0,1951.0,1951.0,2,2,15,15.0,4.0,0,3,3,2,3,3,4,5,120.0,6,0.0,744.0,864.0,2,1,2,1.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2,1,3,4.0,1,0.0,6,6,1951,3,2.0,400.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2010.0,1,1,141000
279,20.0,6.0,107,14450.0,2,3,1,1,1,1,1,16,3,3,1,1,9.0,5.0,2006.0,2007.0,2,2,6,6.0,2.0,315,1,3,3,1,3,1,6,0.0,6,0.0,2121.0,2121.0,2,1,2,1.0,2121.0,0.0,0.0,2121.0,0.0,0.0,2.0,1.0,3,1,1,8.0,1,1.0,1,2,2007,1,3.0,732.0,3,3,1,124.0,98.0,0.0,0.0,142.0,0.0,5,5,6,0.0,5.0,2007.0,4,6,415298
280,60.0,6.0,83,10005.0,2,3,1,1,1,1,1,5,3,3,1,4,7.0,5.0,1977.0,1977.0,4,2,11,11.0,2.0,299,3,3,2,2,3,4,3,392.0,6,0.0,768.0,1160.0,2,1,2,1.0,1156.0,866.0,0.0,2022.0,0.0,0.0,2.0,1.0,4,1,3,8.0,1,1.0,3,2,1977,1,2.0,505.0,3,3,1,288.0,117.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2008.0,1,1,192000
281,60.0,6.0,82,11287.0,2,3,1,1,1,1,1,21,3,3,1,4,7.0,6.0,1989.0,1989.0,2,2,11,11.0,2.0,340,2,3,2,2,3,2,1,421.0,6,0.0,386.0,807.0,2,2,2,1.0,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3,1,2,7.0,1,1.0,3,2,1989,1,2.0,575.0,3,3,1,0.0,84.0,0.0,196.0,0.0,0.0,5,5,6,0.0,1.0,2007.0,1,1,228500
282,20.0,3.0,60,7200.0,2,2,1,1,1,1,1,22,3,3,1,1,6.0,5.0,2006.0,2006.0,2,2,15,15.0,5.0,68,2,3,3,2,3,4,1,905.0,6,0.0,357.0,1262.0,2,2,2,1.0,1262.0,0.0,0.0,1262.0,0.0,0.0,2.0,0.0,2,1,2,5.0,1,0.0,6,2,2006,1,2.0,572.0,3,3,1,0.0,120.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2006.0,4,6,185000
283,120.0,6.0,34,5063.0,2,3,1,1,1,1,1,16,3,3,4,1,7.0,5.0,2007.0,2008.0,2,2,15,15.0,5.0,166,2,3,3,2,3,4,1,904.0,6,0.0,410.0,1314.0,2,1,2,1.0,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2,1,2,6.0,1,1.0,2,2,2008,2,2.0,626.0,3,3,1,172.0,62.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2009.0,7,1,207500
284,20.0,6.0,74,9612.0,2,3,1,1,1,1,1,22,2,3,1,1,8.0,5.0,2008.0,2009.0,2,2,15,15.0,5.0,72,2,3,3,2,3,4,6,0.0,6,0.0,1468.0,1468.0,2,1,2,1.0,1468.0,0.0,0.0,1468.0,0.0,0.0,2.0,0.0,3,1,2,6.0,1,1.0,2,2,2008,1,3.0,898.0,3,3,1,210.0,150.0,0.0,0.0,0.0,0.0,5,5,6,0.0,12.0,2009.0,4,6,244600
285,120.0,6.0,50,8012.0,2,3,1,1,1,1,1,21,3,3,4,1,6.0,5.0,1992.0,1992.0,2,2,11,8.0,4.0,0,2,3,3,2,3,4,1,430.0,6,0.0,1145.0,1575.0,2,2,2,1.0,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2,1,2,5.0,1,0.0,6,2,1992,2,2.0,529.0,3,3,1,0.0,0.0,52.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2007.0,1,1,179200
286,160.0,3.0,35,4251.0,2,2,2,1,1,1,1,22,3,3,4,4,7.0,5.0,2006.0,2007.0,2,2,9,9.0,4.0,0,2,3,3,2,3,4,6,0.0,6,0.0,625.0,625.0,2,1,2,1.0,625.0,625.0,0.0,1250.0,0.0,0.0,2.0,1.0,2,1,2,5.0,1,0.0,6,6,2006,2,2.0,528.0,3,3,1,0.0,54.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2007.0,4,6,164700
287,50.0,6.0,77,9786.0,2,3,2,2,1,1,1,13,3,3,1,2,6.0,7.0,1962.0,1981.0,2,2,16,16.0,4.0,0,3,3,2,3,3,4,4,600.0,6,0.0,312.0,912.0,2,3,2,1.0,1085.0,649.0,0.0,1734.0,0.0,0.0,1.0,1.0,3,1,2,7.0,1,1.0,2,2,1962,2,2.0,440.0,3,3,1,0.0,0.0,0.0,0.0,128.0,0.0,5,1,6,0.0,6.0,2006.0,1,1,159000
288,20.0,6.0,NA,8125.0,2,3,2,1,1,2,1,13,3,3,1,1,4.0,4.0,1971.0,1971.0,2,2,7,7.0,4.0,0,3,3,2,3,3,4,3,614.0,6,0.0,244.0,858.0,2,3,2,1.0,858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,7,NA,4,0.0,0.0,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,1,88000
289,20.0,6.0,NA,9819.0,2,3,2,1,1,1,1,20,3,3,1,1,5.0,5.0,1967.0,1967.0,2,2,9,9.0,2.0,31,3,2,2,3,3,4,3,450.0,6,0.0,432.0,882.0,2,3,2,1.0,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,6,1970,3,1.0,280.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,2.0,2010.0,1,1,122000
290,70.0,6.0,60,8730.0,2,3,1,1,1,1,1,4,5,3,1,4,6.0,7.0,1915.0,2003.0,2,2,16,16.0,4.0,0,3,3,1,3,3,4,6,0.0,6,0.0,698.0,698.0,2,1,2,2.0,698.0,698.0,0.0,1396.0,0.0,0.0,1.0,0.0,3,1,3,7.0,1,0.0,6,6,2003,3,1.0,384.0,3,3,1,0.0,0.0,0.0,0.0,259.0,0.0,5,5,6,0.0,7.0,2007.0,1,1,153575
291,60.0,6.0,120,15611.0,2,3,1,1,1,1,1,6,3,3,1,4,8.0,5.0,2006.0,2006.0,2,2,15,15.0,4.0,0,2,3,3,2,3,2,6,0.0,6,0.0,1079.0,1079.0,2,1,2,1.0,1079.0,840.0,0.0,1919.0,0.0,0.0,2.0,1.0,3,1,2,8.0,1,1.0,2,2,2006,2,2.0,685.0,2,3,1,0.0,51.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2006.0,4,6,233230
292,190.0,6.0,55,5687.0,2,1,1,2,1,1,1,19,3,3,2,4,5.0,6.0,1912.0,2000.0,2,2,15,15.0,4.0,0,3,4,3,3,4,4,4,210.0,6,0.0,570.0,780.0,2,1,1,1.0,936.0,780.0,0.0,1716.0,1.0,0.0,2.0,0.0,6,1,4,9.0,1,0.0,6,7,NA,4,0.0,0.0,6,6,3,0.0,184.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2008.0,1,1,135900
293,50.0,6.0,60,11409.0,2,3,1,1,1,1,1,8,3,3,1,2,5.0,4.0,1949.0,2008.0,2,2,16,16.0,4.0,0,3,3,2,3,3,4,5,292.0,6,0.0,476.0,768.0,2,2,2,1.0,1148.0,568.0,0.0,1716.0,0.0,0.0,1.0,1.0,3,1,3,8.0,3,1.0,2,2,1949,3,1.0,281.0,3,3,1,0.0,0.0,0.0,0.0,160.0,0.0,5,5,6,0.0,1.0,2009.0,1,1,131000
294,60.0,6.0,NA,16659.0,2,3,2,1,1,2,1,17,7,3,1,4,7.0,7.0,1977.0,1994.0,2,2,11,11.0,2.0,34,3,3,2,3,3,4,2,795.0,6,0.0,0.0,795.0,2,4,2,1.0,1468.0,795.0,0.0,2263.0,1.0,0.0,2.0,1.0,3,1,2,9.0,1,1.0,3,2,1977,1,2.0,539.0,3,3,1,0.0,250.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2006.0,1,1,235000
295,20.0,6.0,80,9600.0,2,3,1,1,1,1,1,13,3,3,1,1,6.0,5.0,1953.0,1953.0,4,2,7,7.0,5.0,238,3,3,2,3,3,4,1,1285.0,6,0.0,131.0,1416.0,2,3,2,1.0,1644.0,0.0,0.0,1644.0,1.0,0.0,1.0,0.0,3,1,3,7.0,1,2.0,2,2,1953,1,2.0,418.0,3,3,1,110.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,10.0,2009.0,1,1,167000
296,80.0,6.0,37,7937.0,2,3,2,1,1,3,1,12,3,3,1,8,6.0,6.0,1984.0,1984.0,2,2,7,7.0,4.0,0,3,3,2,3,3,2,1,819.0,6,0.0,184.0,1003.0,2,3,2,1.0,1003.0,0.0,0.0,1003.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,0.0,6,6,1984,3,2.0,588.0,3,3,1,120.0,0.0,0.0,0.0,0.0,0.0,5,1,6,0.0,3.0,2006.0,1,1,142500
297,50.0,8.0,75,13710.0,2,3,1,1,1,1,1,10,3,3,1,2,5.0,5.0,1950.0,1950.0,2,2,16,16.0,4.0,0,3,3,2,3,3,4,3,420.0,6,0.0,490.0,910.0,2,3,2,2.0,910.0,648.0,0.0,1558.0,0.0,0.0,1.0,1.0,4,1,3,6.0,1,0.0,6,2,1950,3,1.0,282.0,3,3,1,289.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,6.0,2007.0,1,1,152000
298,60.0,3.0,66,7399.0,2,2,2,1,1,1,1,22,3,3,1,4,7.0,5.0,1997.0,1998.0,4,2,15,15.0,2.0,1600,2,3,3,2,3,4,3,649.0,6,0.0,326.0,975.0,2,1,2,1.0,975.0,975.0,0.0,1950.0,0.0,0.0,2.0,1.0,3,1,2,7.0,1,1.0,3,6,1997,2,2.0,576.0,3,3,1,0.0,10.0,0.0,0.0,198.0,0.0,5,5,6,0.0,6.0,2007.0,1,1,239000
299,60.0,6.0,90,11700.0,2,3,1,1,1,1,1,17,3,3,1,4,6.0,6.0,1968.0,1968.0,5,2,7,2.0,2.0,365,2,3,2,3,3,4,2,384.0,4,175.0,143.0,702.0,2,2,2,1.0,1041.0,702.0,0.0,1743.0,0.0,1.0,1.0,2.0,3,1,3,7.0,1,1.0,2,2,1968,3,2.0,539.0,3,3,1,224.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2007.0,1,1,175000
